all_transcript_id	FTA-10	FTA-11	FTA-12	FTA-13	FTA-14	FTA-15	FTA-16	FTA-17	FTA-18	FTA-19	FTA-1	FTA-20	FTA-23	FTA-24	FTA-2	FTA-3	FTA-4	FTA-5	FTA-6	FTA-9	FTC-10	FTC-11	FTC-12	FTC-13	FTC-14	FTC-15	FTC-16	FTC-17	FTC-18	FTC-19	FTC-1	FTC-20	FTC-21	FTC-22	FTC-2	FTC-3	FTC-4	FTC-5	FTC-6	FTC-7	FTC-8
hsa-miR-302d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3059-3p	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0
hsa-miR-3059-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3064-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3064-5p	0	1	2	2	1	0	2	0	1	0	1	0	0	1	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	2	0	0
hsa-miR-3065-3p	0	0	1	0	0	0	2	0	1	0	1	0	0	0	1	0	1	0	3	0	0	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3
hsa-miR-3065-5p	1	1	2	0	1	0	1	0	2	0	2	0	1	0	1	3	7	1	3	1	2	0	2	0	8	5	1	2	1	1	2	1	1	0	4	1	1	2	0	2	3
hsa-miR-3074-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3074-5p	0	1	0	3	7	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
hsa-miR-3085-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3085-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-30a-3p	28	104	96	11	67	16	54	16	25	19	73	9	13	14	47	19	49	18	27	31	34	19	14	16	38	36	19	16	26	15	27	22	23	15	42	37	23	23	12	48	41
hsa-miR-30a-5p	394	1070	904	100	808	248	586	107	405	219	812	148	185	234	366	285	679	249	412	269	439	222	312	241	294	490	169	207	314	210	343	283	262	175	572	826	426	519	193	670	441
hsa-miR-30b-3p	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	2	1	0	0	1	4	2	1	1	3	0	0
hsa-miR-30b-5p	19	32	19	24	85	4	57	13	28	15	65	18	13	17	38	22	48	16	13	14	26	15	17	13	42	22	11	18	56	17	17	17	12	12	21	22	18	53	3	40	25
hsa-miR-30c-1-3p	3	3	6	0	2	0	2	1	1	1	3	0	0	1	0	0	3	0	2	0	1	1	1	0	4	3	0	0	0	0	0	0	0	0	2	2	0	1	1	0	1
hsa-miR-30c-2-3p	5	4	4	2	6	2	2	3	3	2	2	0	2	1	2	2	5	1	1	7	5	2	3	0	7	2	3	0	0	1	5	0	0	2	7	11	2	3	4	2	2
hsa-miR-30c-5p	137	355	174	223	513	33	381	58	165	75	518	35	48	68	209	126	272	108	152	110	198	69	81	78	352	199	63	75	102	62	86	105	80	44	160	116	107	358	54	194	131
hsa-miR-30d-3p	4	2	3	3	4	0	2	2	1	0	3	1	1	3	0	1	1	1	0	0	2	0	0	1	3	3	1	1	4	2	1	1	0	1	2	0	1	0	0	1	2
hsa-miR-30d-5p	800	2990	1765	1958	4855	704	2372	520	1428	844	2015	573	498	636	769	761	1755	678	1420	731	2973	1241	786	680	3457	3882	484	828	1019	682	678	1467	740	470	1196	1612	981	993	687	2748	1624
hsa-miR-30e-3p	9	41	46	12	59	14	49	13	17	12	64	14	18	18	19	12	49	25	37	14	21	11	14	6	78	70	13	17	63	18	19	17	23	14	22	37	23	31	14	36	20
hsa-miR-30e-5p	307	1296	502	769	2014	356	1460	234	612	355	986	303	308	418	376	386	908	374	674	446	819	230	310	285	1102	1190	281	377	862	391	387	744	452	271	382	526	469	568	183	775	940
hsa-miR-3115	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3116	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
hsa-miR-3117-3p	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
hsa-miR-3117-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3118	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3120-3p	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3120-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3121-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3121-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3122	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	1	0	0	0	0	0	0	0
hsa-miR-3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3124-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3124-5p	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3125	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
hsa-miR-3126-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3126-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3127-3p	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3127-5p	0	1	1	1	5	1	1	1	2	2	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
hsa-miR-3128	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3129-3p	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
hsa-miR-3129-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3130-3p	0	0	2	0	0	0	0	0	0	5	2	0	0	0	2	0	1	0	4	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	2	2	0	0	4	2	3
hsa-miR-3130-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-3131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3133	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3135a	0	6	0	0	3	0	2	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	2	0	0	1	0	1	0	0	0	0	0	0	4	0
hsa-miR-3135b	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
hsa-miR-3136-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3136-5p	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3138	0	2	1	1	5	0	4	0	1	1	4	3	3	3	0	1	1	3	2	1	7	0	1	0	6	5	1	4	2	1	2	0	1	2	0	3	2	0	0	0	2
hsa-miR-3139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-31-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3140-3p	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
hsa-miR-3140-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3141	0	3	1	3	4	2	1	0	2	0	0	0	0	0	1	0	1	1	4	3	0	1	0	0	1	1	0	0	1	0	1	0	0	0	4	1	0	1	0	8	1
hsa-miR-3142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3143	1	0	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	1	1
hsa-miR-3144-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3144-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3145-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3145-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3146	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
hsa-miR-3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3149	1	2	2	0	0	1	1	0	0	0	2	0	0	0	0	0	0	2	1	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3150a-3p	0	0	0	3	1	2	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1
hsa-miR-3150a-5p	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3150b-3p	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
hsa-miR-3150b-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3151-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3151-5p	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-3152-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-3152-5p	0	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	3	0	1	0	0	0
hsa-miR-3153	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3154	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0
hsa-miR-3155a	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3155b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3157-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3157-5p	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3158-3p	7	10	7	28	48	13	36	2	7	9	4	9	7	11	6	3	5	13	6	2	6	2	0	1	4	0	8	6	3	6	11	14	13	8	8	17	11	9	7	16	5
hsa-miR-3158-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-31-5p	4	3	2	0	2	0	1	0	5	1	6	3	3	4	2	2	6	6	1	0	0	2	0	0	1	0	3	3	3	3	2	0	5	3	0	5	2	3	3	2	0
hsa-miR-3160-3p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3160-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
hsa-miR-3161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3162-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3162-5p	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
hsa-miR-3163	0	1	0	1	3	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5	0	0	0	1	0	0	0	3	0
hsa-miR-3164	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-3165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3168	0	0	0	0	0	0	0	0	2	0	2	0	0	0	60	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
hsa-miR-3170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-3p	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
hsa-miR-3173-5p	0	4	2	1	2	1	1	3	3	1	3	0	0	0	1	0	0	0	3	3	2	0	1	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
hsa-miR-3174	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3175	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	2	0	0	2	0	0	1	0	0	1	1	0	1	1	3	0
hsa-miR-3176	0	1	0	0	2	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3177-3p	1	0	0	0	3	0	1	0	0	1	0	0	1	1	0	0	0	2	0	0	0	2	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0
hsa-miR-3177-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
hsa-miR-3178	2	16	2	1	12	15	7	1	6	2	9	10	17	18	4	5	12	23	21	9	6	2	1	3	4	2	23	13	18	19	21	4	23	23	86	23	15	10	12	2	0
hsa-miR-3179	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-3180-3p	0	2	2	0	2	0	0	0	3	0	3	0	0	2	3	0	0	2	0	3	0	0	0	6	0	2	1	2	4	2	3	0	1	3	0	3	1	0	1	0	0
hsa-miR-3180	5	9	8	9	8	6	14	7	5	10	29	10	12	16	8	2	17	15	12	0	5	16	1	8	7	0	12	7	14	12	13	2	15	12	35	8	11	21	1	9	3
hsa-miR-3180-5p	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	6	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3182	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	2	8	69	79	1	0	0	0	1	1	0	2	2	1	1	0	0	2	1	0	0	1	107	0	1	0
hsa-miR-3183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3184-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-3184-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3185	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0
hsa-miR-3186-3p	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3186-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-3p	0	0	0	9	4	2	1	0	0	1	1	1	0	1	0	1	0	1	0	0	1	1	2	0	1	0	1	1	0	1	1	2	0	2	0	1	0	3	2	0	0
hsa-miR-3187-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3188	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-3189-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
hsa-miR-3189-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3190-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3190-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3191-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3191-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3192-3p	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3192-5p	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
hsa-miR-3193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3194-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3194-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3195	2	0	2	4	2	4	8	2	6	0	5	1	0	0	1	2	3	0	1	6	1	1	0	1	2	0	0	0	0	0	1	1	0	0	2	7	1	0	0	3	1
hsa-miR-3196	0	1	1	1	0	1	1	1	3	0	1	0	0	0	0	1	1	0	3	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	1	2	0	0	0	0	0
hsa-miR-3197	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0
hsa-miR-3198	0	0	1	0	0	0	0	5	0	0	0	0	0	0	2	0	0	1	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-3199	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	2	0
